Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400
2020-01-03,71.83331298828125,72.5940785568162,71.60870734459613,71.76568954597597,146322800
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-07,72.06514739990234,72.67134068922641,71.84536944211234,72.41533721540509,108872000
2020-01-08,73.22439575195312,73.5262872851597,71.76807129058055,71.76807129058055,132079200
2020-01-09,74.77976989746094,74.97297760387046,73.95138098488776,74.20254952913984,170108400
2020-01-10,74.94879913330078,75.51394659034878,74.44645484641248,75.01401242394427,140644800
2020-01-13,76.55004119873047,76.57661149006776,75.1468497409281,75.26519625077637,121532000
2020-01-14,75.5163803100586,76.69738393857047,75.39321353332888,76.48726853727727,161954400
2020-01-15,75.1927261352539,76.197422029665,74.76041540138982,75.3159002377914,121923600
2020-01-16,76.13462829589844,76.24572968842827,75.37386309518617,75.73613294032523,108829200
2020-01-17,76.97754669189453,76.97995681333275,76.07669931334733,76.38341859056756,137816400
2020-01-21,76.45587158203125,77.04757477909159,76.31820722415463,76.60560865744733,110843200
2020-01-22,76.72876739501953,77.28182746630861,76.63457368368562,76.94129287751667,101832400
2020-01-23,77.0982894897461,77.17798563171488,76.23366779231166,76.78190767247501,104472000
2020-01-24,76.87609100341797,78.08848500678306,76.68529344990502,77.34462735281411,146537600
2020-01-27,74.61553192138672,75.29659377968004,73.63257108817264,74.88360812840847,161940000
2020-01-28,76.7263412475586,76.89781358300051,75.3980184372133,75.49703974934148,162234000
2020-01-29,78.3324203491211,79.1801343637196,77.6175430675433,78.35899064388555,216229200
2020-01-30,78.21890258789062,78.27203580279424,76.9823558087521,77.4146666313588,126743200
2020-01-31,74.75077819824219,77.93150399168975,74.4561316996704,77.50885574859744,199588400
2020-02-03,74.54548645019531,75.71199229580401,72.99014040911702,73.49248476536589,173788400
2020-02-04,77.00652313232422,77.19732071778674,75.74582331404561,76.15156392051648,136616400
2020-02-05,77.63442993164062,78.43383812507085,77.03064686286258,78.13435671108577,118826800
2020-02-06,78.54251861572266,78.54493610664728,77.34703250149894,77.90492749554984,105425600
2020-02-07,77.47492218017578,78.2907522912515,76.98348700831134,78.04140355652011,117684000
2020-02-10,77.84290313720703,77.84290313720703,75.97884171109904,76.05872699723375,109348800
2020-02-11,77.37322998046875,78.41178269464413,77.1553537002358,78.33915973053,94323200
2020-02-12,79.21068572998047,79.21552479911539,77.8235277760248,77.8235277760248,113730400
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600
2020-02-14,78.66600036621094,78.91534913157656,78.15761730819476,78.61515688888446,80113600
2020-02-18,77.22560119628906,77.40716608938378,76.16283780918529,76.34440270228002,152531200
2020-02-19,78.34400939941406,78.57399446337855,77.46765770370357,77.46765770370357,93984000
2020-02-20,77.54029846191406,78.59337615293093,77.03433859303921,78.10436411115981,100566000
2020-02-21,75.7851791381836,77.57662522575713,75.16786149171838,77.13360277443071,129554000
2020-02-24,72.18534851074219,73.63786746473984,70.01867883709842,71.9626330750162,222195200
2020-02-25,69.74027252197266,73.23842524425972,69.26820830101296,72.85593184219474,230673600
2020-02-26,70.84658813476562,72.11270274954929,69.35775815457548,69.36502045153675,198054800
2020-02-27,66.21546936035156,69.23671028706407,66.07990156760394,68.05048840657712,320605600
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000
2020-03-02,72.33786010742188,72.9745487284491,67.2322571583197,68.33617091013136,341397200
2020-03-03,70.04045867919922,73.59428625555064,69.18830958377835,73.51440097180128,319475600
2020-03-04,73.28924560546875,73.44902354050599,70.9627984910642,71.76410400685508,219178400
2020-03-05,70.9119644165039,72.51699133415363,70.54641152199336,71.54138326049582,187572800
2020-03-06,69.97026824951172,70.40360519926115,68.08199630361696,68.26840026882246,226176800
2020-03-09,64.43614959716797,67.32181576257562,63.66873234822989,63.850297174318,286744800
2020-03-10,69.07695007324219,69.34324665860709,65.21082898559138,67.09184552066098,285290000
2020-03-11,66.67787170410156,68.0795543718944,65.81362127140751,67.15236648355659,255598800
2020-03-12,60.09312438964844,65.36334796143669,60.037445534949256,61.959612728994784,418474000
2020-03-13,67.29277038574219,67.76484191547881,61.235766409905956,64.12628289000264,370732000
2020-03-16,58.63576126098633,62.719754836954735,58.10074857584745,58.572816419236986,322423600
2020-03-17,61.2139892578125,62.36389637725176,57.71341703004226,59.918825074630774,324056000
2020-03-18,59.715476989746094,60.52162548447289,57.40355015744986,58.045081603953385,300233600
2020-03-19,59.25792694091797,61.20914333463061,58.73259973445275,59.88977278720958,271857200
2020-03-20,55.49591064453125,60.964643798375334,55.195722054414446,59.83893935589746,401693200
2020-03-23,54.31693649291992,55.31675472983707,51.470001124172114,55.215078862447456,336752800
2020-03-24,59.76630401611328,59.962393449772364,56.720856028881734,57.21955352533474,287531200
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000
2020-03-26,62.56482696533203,62.62292535314042,59.64042200804535,59.67915672921516,252087200
2020-03-27,59.97450637817383,61.9426669648738,59.807466114568854,61.187358323126006,204216800
2020-03-30,61.686058044433594,61.8579410780005,60.37636924446907,60.70076794909207,167976400
2020-03-31,61.56016159057617,63.545269736802034,61.00578524680458,61.877297942194495,197002000
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400
2020-04-02,59.294227600097656,59.347486910279144,57.35027386031046,58.18305177157115,165934000
2020-04-03,58.44209671020508,59.48064606073332,57.851405121245946,58.77859676208636,129880000
2020-04-06,63.54042434692383,63.69535581741941,60.3715139261483,60.7394826329803,201820400
2020-04-07,62.80449295043945,65.77489875126452,62.70039753843135,65.55701501166601,202887200
2020-04-08,64.41194152832031,64.72665094840988,63.240244033180964,63.6057895375852,168895200
2020-04-09,64.87673950195312,65.38028340961694,64.0802804727914,65.04862618518483,161834800
2020-04-13,66.15011596679688,66.25905781375604,64.353831433513,64.95420843019932,131022800
2020-04-14,69.49091339111328,69.78142008992293,67.31213531371759,67.78420685231022,194994800
2020-04-15,68.85665893554688,69.31662179135925,67.93673322392213,68.36522365380796,131154400
2020-04-16,69.40377044677734,69.76932337939922,68.35311605698439,69.57081070155868,157125200
2020-04-17,68.46202850341797,69.46669293760961,67.02403474808713,68.91957532915522,215250000
2020-04-20,67.04100799560547,68.19091879039594,67.02164432762936,67.28794093663315,130015200
2020-04-21,64.96874237060547,67.11847132681476,64.25700758407963,66.8836471640781,180991600
2020-04-22,66.84008026123047,67.27583298086698,65.89594444342251,66.23727988733161,116862400
2020-04-23,66.58103942871094,68.20786075083029,66.54230470819708,66.7843911704893,124814400
2020-04-24,68.50321960449219,68.5129051334423,67.05796285325819,67.10638311011488,126161200
2020-04-27,68.55164337158203,68.8833007231406,67.77212447879492,68.21997863212916,117087600
2020-04-28,67.44043731689453,69.19556400981887,67.34845067537042,69.01399917951635,112004800
2020-04-29,69.65554809570312,70.12519647509855,68.72593686507632,68.92928862916094,137280800
2020-04-30,71.12499237060547,71.30171812959233,69.80562571918327,70.19538133730589,183064000
2020-05-01,69.97993469238281,72.38385146458401,69.2004159964793,69.29724910279991,240616800
2020-05-04,70.97005462646484,71.09836013147505,69.31418442698012,70.00413219040487,133568000
2020-05-05,72.03526306152344,72.86804126703537,71.2847933848489,71.43004677193012,147751200
2020-05-06,72.77845764160156,73.41029979065098,72.35238308451844,72.7372996904726,142333600
2020-05-07,73.5313491821289,73.8775384826827,73.102858748214,73.40546686513248,115215200
2020-05-08,75.28150177001953,75.33490525251078,73.86389080775889,74.19159365905105,133838400
2020-05-11,76.4660873413086,76.96127521844708,74.57997904728234,74.78874082159405,145946400
2020-05-12,75.59221649169922,77.60211807775983,75.47084560508229,77.15061452744153,162301200
2020-05-13,74.67951202392578,76.69427337454634,73.60173785754363,75.77185010542999,200622400
2020-05-14,75.1383056640625,75.19899111956893,73.19394129911058,73.91731459558865,158929200
2020-05-15,74.6940689086914,74.74019043820076,72.87350561087283,72.90749301488646,166348400
2020-05-18,76.45394897460938,76.8277733901168,75.3276309672179,76.01944652197729,135178400
2020-05-19,76.01216888427734,77.31811351260087,75.98061126581322,76.47094702256406,101729600
2020-05-20,77.49046325683594,77.56085304131686,76.83262768101243,76.8714672558423,111504800
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800
2020-05-22,77.40792846679688,77.49045978164982,76.5486205059651,76.65056790341653,81803200
2020-05-26,76.88362121582031,78.7066072917133,76.82778792899896,78.52698071099894,125522000
2020-05-27,77.21858978271484,77.3642363430493,76.00002862396322,76.7403955523751,112945200
2020-05-28,77.25257873535156,78.51240928442117,76.6165963973256,76.8933182003932,133560800
2020-05-29,77.17732238769531,77.9565214299296,76.82049167356892,77.49531352794295,153532400
2020-06-01,78.12644958496094,78.24782048460888,77.00012408043993,77.13120672626943,80791200
2020-06-02,78.48814392089844,78.51241958594021,77.41765154122507,77.85944345814923,87642800
2020-06-03,78.92020416259766,79.18236942622238,78.23567058388883,78.80854502107137,104491200
2020-06-04,78.24053955078125,79.04158453578323,77.8667151007641,78.74301685979307,87560400
2020-06-05,80.46891784667969,80.52960330508593,78.46144554944256,78.4905733842147,137250400
2020-06-08,80.9446792602539,80.97866666833863,79.45424844734958,80.16548014966298,95654400
2020-06-09,83.500732421875,83.89397287260105,80.59269099061473,80.62424860345651,147712400
2020-06-10,85.64901733398438,86.11750723835495,84.01051015507953,84.44987222819896,166651600
